"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32137","Search Flights","","Thu Sep 19 14:43:05 IST 2024","passed","Thu Sep 19 14:43:37 IST 2024","","Home Page","Search Flights",""
